textOriginal,textPreprocessed,class
"Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.","? ? ? ? ? . . 2 2 2 2 3 3 4 5 5 6 7 8 9 u get ... ... r tell + + + + + + + + % & & & & & & ; ; ; ; ; ; lt lt lt # # # gt gt gt question answer ' d = = = = student solve cat",0
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...","? .. u send ur ... today day "" "" first rply frnds song song",0
"I am waiting machan. Call me once you free.",". . free call wait once machan",0
"Going on nothing great.bye",". great go nothing bye",0
"No I'm good for the movie, is it ok if I leave in an hourish?","? , ok good leave movie",0
"Joy's father is John. Then John is the NAME of Joy's father. Mandan",". . 's 's father father name john john joy joy",0
"G wants to know where  you are","know g want",0
"Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p",". . . . . up u follow 's ! ! txt just msg service 2nite join entry uk nyt dogging sex sign ec2a @150p",1
"Ok... Ur typical reply...","reply ok ur ... ...",0
"Im on gloucesterroad what are uup to later?","? late",0
"Same as kallis dismissial in 2nd test:-).",". :-) kallis 2nd same test",0
"Cool. So how come you havent been wined and dined before?","? . come cool havent",0
"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594","2 u look ur r * think make contact secret admirer reveal u-find special-call",1
"Or ü go buy wif him then i meet ü later can?","? late go wif buy ü ü meet",0
"Sorry me going home first... Daddy come fetch ü later...","come home sorry late go ... ... ü first fetch daddy",0
"Sorry I missed your call let's talk when you have the time. I'm on 07090201529",". talk sorry time call miss",1
"Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee",".. .. .. up up come think hey last tmr min something wun hee sign",0
"Was it something u ate?","? u eat something",0
"Lmao!nice 1","1 ! nice lmao",0
"Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...","still frens wif ... ... yup give coffee drive lift fren",0
"Its not the same here. Still looking for a job. How much do Ta's earn there.",". . . still look 's job same ta earn",0
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",". . . . . , sorry hope just next leave remember give around everything move yours space lock lock key",0
"U ned to convince him tht its not possible witot hurting his feeling its the main","u hurt tht possible feeling",0
"Ok. There may be a free gym about.",". . free ok gym",0
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",".. .. u , guy wat stop k yet abt chikku tht irritate",0
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","reply free free free , message message message text term condition & 500 word visit activate www.07781482378.com",1
"cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x","1 . 2 4 u still cud co co tell x & full b bit pete bus hav ppl past waitin",0
"I think i've fixed it can you send a test message?","? send message think fix test",0
"When you get free, call me","free , get call",0
"No did you check? I got his detailed message now","? message check got",0
"I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u",". . . . . . up talk u u u home get stop tell call turn love phone off put sister everyone hurt mom cancer",0
"Yeah, don't go to bed, I'll be back before midnight",", , back go bed yeah midnight",0
"R u saying i should re order the slippers cos i had to pay for returning it.",". u r return say re order cos pay",0
"There bold 2  &lt;#&gt; . Is that yours",". 2 & & ; ; lt # gt yours bold",0
"Sian... Aft meeting supervisor got work 2 do liao... U working now?","? 2 u get ... ... aft meet work work liao",0
"Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.","? . 2 2 already ur da da change change cos make big report report",0
"Aight, I'm chillin in a friend's room so text me when you're on the way",", 's text friend way aight room",0
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate","! ! ! call award £ prize rate 2nd urgent national bonus contact mobile caller attempt bt 2,000",1
"YOUR MOBILE NUMBER HAS WON 3.6 CRORE FROM SAMSUNG UK AWARD TO RECEIVE YOUR PRIZE,SEND UR NAME, MOBILE,N0,ADDRES, AGE,SEX, OCCUP TO�samsungzoneuk@outlook.com",", , , , , , , send ur award won prize number receive age name mobile mobile uk sex",1
"Sen told that he is going to join his uncle finance in cbe","go tell join uncle sen cbe",0
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",". . 4 , , , , , , ! call £ * well holiday del await collection 5000 sae costa sol 09050090044 toclaim tcs pobox334 stockport sk38xh cost£1.50/pm max10mins",1
"Hey tmr maybe can meet you at yck","hey meet tmr maybe",0
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7679046492 Now! ",", , ! ! call customer prize claim final contact dear caller attempt guaranteed winner 5,00,000 v0daf0ne 7679046492",1
"I dled 3d its very imp","3d",0
"Everybody had fun this evening. Miss you.",". . fun miss evening everybody",0
"She went to attend another two rounds today..but still did't reach home..",".. .. another home still go today attend round two reach did't",0
"I've been searching for the right words to express my gratitude my  brother.  You have been wonderful and a blessing at all times.",". . right time word search wonderful brother express blessing",0
"Lol they were mad at first but then they woke up and gave in.",". up wake give first lol mad",0
"ringtoneking 84484","",1
"I'm really not up to it still tonight babe","up still babe really tonight",0
"R u here yet? I'm wearing blue shirt n black pants.","? . u r wear yet n blue black shirt",0
"If you ask her or she say any please message.",". message please say ask",0
"Hmmm.still we dont have opener?","? . still hmmm",0
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",".. , , , , know man :-) ask why question answer "" "" ge gn fool",0
"Ok lor� vey good..",".. � ok lor good",0
"You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p",". call £ £ guarantee won customer prize prize claim service 1000 10p yr 2000 representative cash 10am-7pm cost",1
"Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA",". bill - 150p po box netcollex",1
"Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...","? free go ... ... ... he 's ü ü today haf see shd naughty",0
"They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..",".. .. send email like dun ü ü haf smth account juz dat",0
"When did dad get back.",". back get dad",0
"Thanks da thangam, i feel very very happy dear. I also miss you da.",". . , da da feel miss happy dear thanks",0
"I tot u reach liao. He said t-shirt.",". . u tot liao reach",0
"Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes",". . . da today way shall special keep give wish secret thanks date real april treat",0
"Nope... Think i will go for it on monday... Sorry i replied so late","reply sorry late go ... ... think nope monday",0
"Hanging out with my brother and his family","hang brother family",0
"PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04",". .. ! call : show code 800 account s point statement private 2003 un-redeemed m. identifier expires",1
"Dear relieved of westonzoyland, all going to plan this end too!",", go ! end dear plan",0
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ","u , right ! ! think again see first",0
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...","? , , know ... ! * * * * need die .... tick tick tick foot",0
"Got meh... When?","? get ... meh",0
"	Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW","? 5 reply free week call call new phone download per video video anytime network min 400 inclusive 08002888812",1
"Good. No swimsuit allowed :)",". :) good allow",0
"Cps is causing the outages to conserve energy.",". cause energy",0
"Argh why there is nobody in town ;_;","; ; why nobody town _",0
"Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.",". . guy post fix forum same hopefully ignore prob print exact",0
"It has issues right now. Ill fix for her by tomorrow.",". . right ill tomorrow fix issue",0
"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117",". 2 go ur speak + ! £ txt claim x 18 live opt 2000 cash operator bahamas bahamas callfreefone 08081560665 cruise",1
"I tagged MY friends that you seemed to count as YOUR friends.",". friend friend seem tag",0
"You have 1 new message. Please call 08712400200.","1 . . message please call new",1
"Great. I'm in church now, will holla when i get out",". , great get holla",0
"Its going good...no problem..but still need little experience to understand american customer voice...",".. still go ... ... good customer need problem understand little experience voice",0
"Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).",". time - night many ride around ;)",0
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?","? come , home get ... ! help ready ready make sure life kind hmmm dinner date foot imagine",0
"Yupz... I've oredi booked slots 4 my weekends liao...","4 weekend ... ... book liao oredi",0
"Esplanade lor. Where else...",". lor ... else esplanade",0
"i am seeking a lady in the street and a freak in the sheets. Is that you?","? . lady freak sheet street",0
"I'll see if I can swing by in a bit, got some things to take care of here firsg",", thing get take swing care bit",0
"My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.",". . good eat just lose thru weight",0
